ticket,signal,is_long,profit,bars,close_time,reason,run
41,EMA_CROSS_BEAR,False,217.89773155682545,20,2023-05-22 05:00:00,TP2,B_filtered
42,EMA_CROSS_BULL,True,104.24324296967052,22,2023-06-05 09:00:00,TP1,B_filtered
42,EMA_CROSS_BULL,True,208.48648593934104,22,2023-06-05 09:00:00,TP2,B_filtered
43,EMA_CROSS_BEAR,False,107.68372330813918,5,2023-06-06 02:00:00,TP1,B_filtered
43,EMA_CROSS_BEAR,False,0.6499999999994088,12,2023-06-06 09:00:00,SL,B_filtered
44,EMA_CROSS_BEAR,False,111.26651297526769,4,2023-06-07 03:00:00,TP1,B_filtered
44,EMA_CROSS_BEAR,False,222.53302595053538,7,2023-06-07 06:00:00,TP2,B_filtered
45,EMA_CROSS_BEAR,False,-134.94785239496855,9,2023-06-08 06:00:00,SL,B_filtered
46,EMA_CROSS_BULL,True,114.21997401065983,6,2023-06-09 16:00:00,TP1,B_filtered
46,EMA_CROSS_BULL,True,0.4499999999995907,7,2023-06-09 17:00:00,SL,B_filtered
47,EMA_CROSS_BULL,True,113.9114213800841,10,2023-06-12 20:00:00,TP1,B_filtered
47,EMA_CROSS_BULL,True,215.83216682542047,32,2023-06-13 18:00:00,TP2,B_filtered
48,EMA_CROSS_BULL,True,113.417828059616,3,2023-06-21 20:00:00,TP1,B_filtered
48,EMA_CROSS_BULL,True,0.6499999999994088,9,2023-06-22 02:00:00,SL,B_filtered
49,EMA_CROSS_BEAR,False,-141.34793917069783,3,2023-06-22 07:00:00,SL,B_filtered
50,EMA_CROSS_BULL,True,-138.7365819599138,7,2023-06-27 19:00:00,SL,B_filtered
51,EMA_CROSS_BULL,True,113.63174002278049,2,2023-06-28 01:00:00,TP1,B_filtered
51,EMA_CROSS_BULL,True,0.5499999999994998,8,2023-06-28 07:00:00,SL,B_filtered
52,EMA_CROSS_BULL,True,114.18371816383296,4,2023-06-28 19:00:00,TP1,B_filtered
52,EMA_CROSS_BULL,True,218.43841735689784,14,2023-06-29 05:00:00,TP2,B_filtered
53,EMA_CROSS_BEAR,False,-141.99959789969512,6,2023-06-29 17:00:00,SL,B_filtered
